"","biToken","Ranking"
"77065","all here",45455
"77066","all herbivorestry",45455
"77067","all help",45455
"77068","all hell",45455
"77069","all he",45455
"77070","all happened",45455
"77071","all got",45455
"77072","all goneboo",45455
"77073","all goes",45455
"77074","all go",45455
"77075","all give",45455
"77076","all games",45455
"77077","all fwmmmm",45455
"77078","all four",45455
"77079","all for",45455
"77080","all fit",45455
"77081","all figured",45455
"77082","all femaleshow",45455
"77083","all feels",45455
"77084","all fears",45455
"77085","all fancy",45455
"77086","all etc",45455
"77087","all end",45455
"77088","all emails",45455
"77089","all else",45455
"77090","all due",45455
"77091","all double",45455
"77092","all done",45455
"77093","all doing",45455
"77094","all different",45455
"77095","all didnt",45455
"77096","all democrats",45455
"77097","all delihbritlee",45455
"77098","all delicious",45455
"77099","all decorated",45455
"77100","all dear",45455
"77101","all cuddled",45455
"77102","all covered",45455
"77103","all counts",45455
"77104","all contact",45455
"77105","all coming",45455
"77106","all come",45455
"77107","all check",45455
"77108","all chauncey",45455
"77109","all categories",45455
"77110","all catch",45455
"77111","all caps",45455
"77112","all cant",45455
"77113","all can",45455
"77114","all btw",45455
"77115","all bramson",45455
"77116","all bout",45455
"77117","all book",45455
"77118","all bitches",45455
"77119","all better",45455
"77120","all because",45455
"77121","all be",45455
"77122","all bc",45455
"77123","all band",45455
"77124","all averyone",45455
"77125","all at",45455
"77126","all assorted",45455
"77127","all askromney",45455
"77128","all aroundsuddnly",45455
"77129","all an",45455
"77130","all american",45455
"77131","all amazing",45455
"77132","all all",45455
"77133","all ahem",45455
"77134","all again",45455
"77135","alki was",45455
"77136","alka seltzer",45455
"77137","alive so",45455
"77138","alive no",45455
"77139","alive lets",45455
"77140","alive id",45455
"77141","alive i",45455
"77142","alive hopefully",45455
"77143","alive forever",45455
"77144","alive for",45455
"77145","alive folks",45455
"77146","alive and",45455
"77147","alist for",45455
"77148","alike tap",45455
"77149","alike love",45455
"77150","aliens what",45455
"77151","aliens eyes",45455
"77152","aliencant hate",45455
"77153","alien language",45455
"77154","alicesxsw after",45455
"77155","alice cooper",45455
"77156","ali youre",45455
"77157","ali mom",45455
"77158","algrens epitaph",45455
"77159","algebra happy",45455
"77160","alfredo na",45455
"77161","alfred jr",45455
"77162","alfonso all",45455
"77163","alexis todd",45455
"77164","alexis bledel",45455
"77165","alexia i",45455
"77166","alexi and",45455
"77167","alexanders message",45455
"77168","alex where",45455
"77169","alex smith",45455
"77170","alex persuaded",45455
"77171","alex just",45455
"77172","alex is",45455
"77173","alex in",45455
"77174","alex hope",45455
"77175","alex hatting",45455
"77176","alex gonzalez",45455
"77177","ales at",45455
"77178","alert short",45455
"77179","alert phil",45455
"77180","alert other",45455
"77181","alert my",45455
"77182","alert million",45455
"77183","alert love",45455
"77184","alert good",45455
"77185","alec in",45455
"77186","ale with",45455
"77187","ale house",45455
"77188","ale and",45455
"77189","alcove books",45455
"77190","alcoholic let",45455
"77191","alcoholic is",45455
"77192","alcohol in",45455
"77193","alcohol glad",45455
"77194","alcohol doesnt",45455
"77195","alcohol and",45455
"77196","alc tolerance",45455
"77197","albuquerque like",45455
"77198","albuquerque cant",45455
"77199","albums of",45455
"77200","albums i",45455
"77201","albumi love",45455
"77202","album yet",45455
"77203","album yep",45455
"77204","album under",45455
"77205","album u",45455
"77206","album this",45455
"77207","album suppose",45455
"77208","album soundin",45455
"77209","album reviews",45455
"77210","album recorded",45455
"77211","album peter",45455
"77212","album of",45455
"77213","album love",45455
"77214","album lmaoooooo",45455
"77215","album kinda",45455
"77216","album keith",45455
"77217","album just",45455
"77218","album in",45455
"77219","album hell",45455
"77220","album groove",45455
"77221","album ever",45455
"77222","album did",45455
"77223","album cover",45455
"77224","album and",45455
"77225","album ah",45455
"77226","albright quoted",45455
"77227","alberto are",45455
"77228","albert fuckin",45455
"77229","albeit straight",45455
"77230","albatross contract",45455
"77231","albarino while",45455
"77232","albarino exploration",45455
"77233","alas we",45455
"77234","alas i",45455
"77235","alarm pretty",45455
"77236","alarm going",45455
"77237","alarm fail",45455
"77238","alan thank",45455
"77239","alan best",45455
"77240","alan and",45455
"77241","alamw make",45455
"77242","alamos for",45455
"77243","alamarreally terrific",45455
"77244","alaina no",45455
"77245","alaelection for",45455
"77246","aladdin pm",45455
"77247","alacrity and",45455
"77248","alabamas trent",45455
"77249","alabama tomorrow",45455
"77250","alabama not",45455
"77251","alabama in",45455
"77252","al wrong",45455
"77253","al winter",45455
"77254","al teams",45455
"77255","al qaeda",45455
"77256","al pm",45455
"77257","al partty",45455
"77258","al i",45455
"77259","al facebook",45455
"77260","al are",45455
"77261","aka toulouse",45455
"77262","aka the",45455
"77263","aka qp",45455
"77264","aka nick",45455
"77265","aka him",45455
"77266","aka clownassbitches",45455
"77267","ajkfdjnewjkgnre he",45455
"77268","aj with",45455
"77269","aj burnett",45455
"77270","aisles are",45455
"77271","aisle for",45455
"77272","aisha tyler",45455
"77273","airwings for",45455
"77274","airs why",45455
"77275","airs today",45455
"77276","airport terminals",45455
"77277","airport reading",45455
"77278","airport loving",45455
"77279","airport for",45455
"77280","airport check",45455
"77281","airport around",45455
"77282","airlines representative",45455
"77283","airlines its",45455
"77284","airfare sales",45455
"77285","aired last",45455
"77286","aired in",45455
"77287","airbaton wwwkefproductionscom",45455
"77288","airball free",45455
"77289","air were",45455
"77290","air was",45455
"77291","air this",45455
"77292","air then",45455
"77293","air that",45455
"77294","air sea",45455
"77295","air right",45455
"77296","air production",45455
"77297","air lambaugh",45455
"77298","air hose",45455
"77299","air final",45455
"77300","air conditioning",45455
"77301","air cant",45455
"77302","air boomin",45455
"77303","air and",45455
"77304","air all",45455
"77305","aiolo sauce",45455
"77306","aint wine",45455
"77307","aint use",45455
"77308","aint u",45455
"77309","aint trying",45455
"77310","aint the",45455
"77311","aint seen",45455
"77312","aint say",45455
"77313","aint respond",45455
"77314","aint part",45455
"77315","aint one",45455
"77316","aint no",45455
"77317","aint messing",45455
"77318","aint mad",45455
"77319","aint in",45455
"77320","aint how",45455
"77321","aint here",45455
"77322","aint heat",45455
"77323","aint good",45455
"77324","aint ever",45455
"77325","aint cheap",45455
"77326","aint better",45455
"77327","aint available",45455
"77328","aint a",45455
"77329","ain bout",45455
"77330","aims to",45455
"77331","aimed at",45455
"77332","ailsa ave",45455
"77333","ailments thats",45455
"77334","aiding voter",45455
"77335","aid to",45455
"77336","aid nothing",45455
"77337","ahuja visual",45455
"77338","ahs once",45455
"77339","ahhahah happy",45455
"77340","ahh sat",45455
"77341","ahh peace",45455
"77342","ahh lol",45455
"77343","ahh first",45455
"77344","ahh atlanta",45455
"77345","ahem of",45455
"77346","ahead wtai",45455
"77347","ahead to",45455
"77348","ahead perhaps",45455
"77349","ahead is",45455
"77350","ahead got",45455
"77351","ahahahaha as",45455
"77352","ahahaha omg",45455
"77353","ahahah there",45455
"77354","ahaha you",45455
"77355","ahaha looked",45455
"77356","ahah turntoyou",45455
"77357","aha watching",45455
"77358","aha truuuuueee",45455
"77359","aha thanks",45455
"77360","aha it",45455
"77361","aha is",45455
"77362","ah thanks",45455
"77363","ah taylor",45455
"77364","ah stressed",45455
"77365","ah so",45455
"77366","ah sarcasm",45455
"77367","ah really",45455
"77368","ah nigga",45455
"77369","ah mcrib",45455
"77370","ah lames",45455
"77371","ah id",45455
"77372","ah hah",45455
"77373","ah ha",45455
"77374","ah go",45455
"77375","ah foi",45455
"77376","ah finally",45455
"77377","ah enjoying",45455
"77378","ah cant",45455
"77379","ah bored",45455
"77380","agst unreasonableness",45455
"77381","aground that",45455
"77382","agreement with",45455
"77383","agreement which",45455
"77384","agreement on",45455
"77385","agreement by",45455
"77386","agreeing with",45455
"77387","agreed thanks",45455
"77388","agreed really",45455
"77389","agreed on",45455
"77390","agreed nice",45455
"77391","agreed nba",45455
"77392","agreed hashtags",45455
"77393","agreed dude",45455
"77394","agreed damon",45455
"77395","agreed but",45455
"77396","agreed brats",45455
"77397","agreed and",45455
"77398","agree xd",45455
"77399","agree we",45455
"77400","agree was",45455
"77401","agree w",45455
"77402","agree trimming",45455
"77403","agree tonight",45455
"77404","agree rec",45455
"77405","agree only",45455
"77406","agree more",45455
"77407","agree is",45455
"77408","agree i",45455
"77409","agree he",45455
"77410","agree had",45455
"77411","agree great",45455
"77412","agree finale",45455
"77413","agree except",45455
"77414","agree contraception",45455
"77415","agree better",45455
"77416","agree and",45455
"77417","agree about",45455
"77418","agois monday",45455
"77419","agodo you",45455
"77420","ago verizon",45455
"77421","ago tonight",45455
"77422","ago to",45455
"77423","ago then",45455
"77424","ago one",45455
"77425","ago marlins",45455
"77426","ago man",45455
"77427","ago just",45455
"77428","ago it",45455
"77429","ago is",45455
"77430","ago glad",45455
"77431","ago drivingits",45455
"77432","ago does",45455
"77433","ago did",45455
"77434","ago by",45455
"77435","aging peers",45455
"77436","aging parent",45455
"77437","aging in",45455
"77438","aggressive with",45455
"77439","aggressive gifts",45455
"77440","aggressive about",45455
"77441","aggregate materials",45455
"77442","aggravated if",45455
"77443","agesold supernatural",45455
"77444","ages when",45455
"77445","ages no",45455
"77446","agents know",45455
"77447","agents connect",45455
"77448","agent strings",45455
"77449","agent because",45455
"77450","agenedb but",45455
"77451","agenda love",45455
"77452","agency is",45455
"77453","age there",45455
"77454","age so",45455
"77455","age sitting",45455
"77456","age restrictions",45455
"77457","age off",45455
"77458","age lucky",45455
"77459","age its",45455
"77460","age is",45455
"77461","age i",45455
"77462","age he",45455
"77463","age good",45455
"77464","age gap",45455
"77465","age comics",45455
"77466","agan he",45455
"77467","against you",45455
"77468","against okc",45455
"77469","against obama",45455
"77470","against man",45455
"77471","against it",45455
"77472","against hope",45455
"77473","against gays",45455
"77474","against forprofit",45455
"77475","against excessive",45455
"77476","against beach",45455
"77477","against anything",45455
"77478","againon again",45455
"77479","again you",45455
"77480","again yeh",45455
"77481","again will",45455
"77482","again whisper",45455
"77483","again where",45455
"77484","again whats",45455
"77485","again welp",45455
"77486","again we",45455
"77487","again way",45455
"77488","again too",45455
"77489","again tomorrow",45455
"77490","again toddlers",45455
"77491","again then",45455
"77492","again the",45455
"77493","again thank",45455
"77494","again still",45455
"77495","again sounds",45455
"77496","again soon",45455
"77497","again solely",45455
"77498","again shes",45455
"77499","again seven",45455
"77500","again see",45455
"77501","again robinsons",45455
"77502","again rainy",45455
"77503","again oh",45455
"77504","again more",45455
"77505","again missing",45455
"77506","again maybe",45455
"77507","again lol",45455
"77508","again lapride",45455
"77509","again just",45455
"77510","again jess",45455
"77511","again including",45455
"77512","again ill",45455
"77513","again if",45455
"77514","again hiv",45455
"77515","again he",45455
"77516","again had",45455
"77517","again ha",45455
"77518","again firefox",45455
"77519","again especially",45455
"77520","again enjoyed",45455
"77521","again driving",45455
"77522","again doyouknowmyjesus",45455
"77523","again design",45455
"77524","again definitely",45455
"77525","again d",45455
"77526","again cant",45455
"77527","again c",45455
"77528","again but",45455
"77529","again because",45455
"77530","again as",45455
"77531","again already",45455
"77532","again about",45455
"77533","aftrahows it",45455
"77534","afterwards where",45455
"77535","afterwards a",45455
"77536","afterparty fellowshipping",45455
"77537","afternoonnow know",45455
"77538","afternoon you",45455
"77539","afternoon thank",45455
"77540","afternoon stroll",45455
"77541","afternoon scheduled",45455
"77542","afternoon people",45455
"77543","afternoon on",45455
"77544","afternoon of",45455
"77545","afternoon mwah",45455
"77546","afternoon just",45455
"77547","afternoon hal",45455
"77548","afternoon for",45455
"77549","afternoon come",45455
"77550","afternoon cereal",45455
"77551","afternoon at",45455
"77552","afternoon as",45455
"77553","after work",45455
"77554","after winter",45455
"77555","after weekend",45455
"77556","after weak",45455
"77557","after waiting",45455
"77558","after ur",45455
"77559","after trying",45455
"77560","after they",45455
"77561","after shreddin",45455
"77562","after shorty",45455
"77563","after schoolps",45455
"77564","after rt",45455
"77565","after rockies",45455
"77566","after results",45455
"77567","after registering",45455
"77568","after reading",45455
"77569","after practice",45455
"77570","after pm",45455
"77571","after non",45455
"77572","after my",45455
"77573","after morning",45455
"77574","after meb",45455
"77575","after kentucky",45455
"77576","after jeopardy",45455
"77577","after jason",45455
"77578","after ignoring",45455
"77579","after i",45455
"77580","after hiding",45455
"77581","after her",45455
"77582","after getting",45455
"77583","after game",45455
"77584","after five",45455
"77585","after fame",45455
"77586","after easter",45455
"77587","after double",45455
"77588","after doing",45455
"77589","after day",45455
"77590","after conversation",45455
"77591","after consultation",45455
"77592","after colonial",45455
"77593","after colin",45455
"77594","after campaigning",45455
"77595","after burningman",45455
"77596","after august",45455
"77597","after any",45455
"77598","after almost",45455
"77599","after allegedly",45455
"77600","afscme local",45455
"77601","africanamerican nightclubs",45455
"77602","african immigrants",45455
"77603","african hiphop",45455
"77604","african american",45455
"77605","africa visited",45455
"77606","africa this",45455
"77607","africa poverty",45455
"77608","africa by",45455
"77609","afraid or",45455
"77610","afraid it",45455
"77611","afraid ill",45455
"77612","afoot is",45455
"77613","afghan patterns",45455
"77614","afghan officials",45455
"77615","afford to",45455
"77616","afford it",45455
"77617","affirmations to",45455
"77618","affirmation agreed",45455
"77619","affidavit crisis",45455
"77620","affects millions",45455
"77621","affection for",45455
"77622","affecting simplegeo",45455
"77623","affect your",45455
"77624","affect traditional",45455
"77625","affect behavior",45455
"77626","affair he",45455
"77627","afc is",45455
"77628","afc game",45455
"77629","afar rt",45455
"77630","af we",45455
"77631","af really",45455
"77632","af or",45455
"77633","af oh",45455
"77634","af no",45455
"77635","af is",45455
"77636","af in",45455
"77637","af i",45455
"77638","af come",45455
"77639","af bro",45455
"77640","aesthetics section",45455
"77641","aerosmith tour",45455
"77642","aerogel some",45455
"77643","aerialist you",45455
"77644","ae if",45455
"77645","ae here",45455
"77646","adweek etc",45455
"77647","adwcm playing",45455
"77648","advocacy and",45455
"77649","advisory u",45455
"77650","advisory i",45455
"77651","advisory bd",45455
"77652","advisor who",45455
"77653","advil im",45455
"77654","advice to",45455
"77655","advice teacher",45455
"77656","advice straight",45455
"77657","advice otherwise",45455
"77658","advice on",45455
"77659","advice ive",45455
"77660","advice in",45455
"77661","advice ill",45455
"77662","advice believe",45455
"77663","advertising that",45455
"77664","advertising on",45455
"77665","advertising its",45455
"77666","advertising is",45455
"77667","advertising i",45455
"77668","advertising call",45455
"77669","advertisement for",45455
"77670","advertise with",45455
"77671","advertise it",45455
"77672","adventures kobe",45455
"77673","adventure went",45455
"77674","adventure norah",45455
"77675","adventure friday",45455
"77676","adventure facebook",45455
"77677","adventure begins",45455
"77678","adventure art",45455
"77679","advantages of",45455
"77680","advantage i",45455
"77681","advancement for",45455
"77682","advance to",45455
"77683","advance or",45455
"77684","adv to",45455
"77685","adultfinally hello",45455
"77686","adult happy",45455
"77687","adsr and",45455
"77688","ads needed",45455
"77689","ads is",45455
"77690","ads for",45455
"77691","ads extremely",45455
"77692","ads ever",45455
"77693","adrien this",45455
"77694","adore you",45455
"77695","adore justin",45455
"77696","adorable wonderful",45455
"77697","adorable with",45455
"77698","adorable um",45455
"77699","adorable to",45455
"77700","adorable and",45455
"77701","adoption event",45455
"77702","adoption drive",45455
"77703","adopted pack",45455
"77704","adopt sponsor",45455
"77705","admonition of",45455
"77706","admit the",45455
"77707","admit ithinkiminlove",45455
"77708","admire you",45455
"77709","admire persistence",45455
"77710","admiration for",45455
"77711","administration reported",45455
"77712","administering medicine",45455
"77713","admin to",45455
"77714","admin friendlythat",45455
"77715","adm rourke",45455
"77716","adjustments in",45455
"77717","adjustment period",45455
"77718","adjusting some",45455
"77719","adhd regulates",45455
"77720","adhd medicine",45455
"77721","adele now",45455
"77722","adele is",45455
"77723","addy intellectual",45455
"77724","addy award",45455
"77725","adds scalabison",45455
"77726","adds more",45455
"77727","adds feels",45455
"77728","addressing unmet",45455
"77729","addressing the",45455
"77730","addressed my",45455
"77731","address thank",45455
"77732","address on",45455
"77733","address if",45455
"77734","address i",45455
"77735","addont think",45455
"77736","additudes the",45455
"77737","addition to",45455
"77738","adding this",45455
"77739","adding the",45455
"77740","adding new",45455
"77741","adding it",45455
"77742","adding every",45455
"77743","adding a",45455
"77744","addictive some",45455
"77745","addiction immediate",45455
"77746","addicted new",45455
"77747","added tonight",45455
"77748","added something",45455
"77749","added it",45455
"77750","added but",45455
"77751","added bottle",45455
"77752","added at",45455
"77753","added a",45455
"77754","add you",45455
"77755","add us",45455
"77756","add the",45455
"77757","add on",45455
"77758","add more",45455
"77759","add lf",45455
"77760","add article",45455
"77761","add an",45455
"77762","add adhd",45455
"77763","adapting making",45455
"77764","adaptation of",45455
"77765","adams simon",45455
"77766","adams happy",45455
"77767","adams apple",45455
"77768","adam yauch",45455
"77769","adam winsler",45455
"77770","adam sandler",45455
"77771","adam josephson",45455
"77772","adam isnt",45455
"77773","adam i",45455
"77774","adam hugs",45455
"77775","adam h",45455
"77776","adam dunn",45455
"77777","ad will",45455
"77778","ad was",45455
"77779","ad saleseffectiveness",45455
"77780","ad just",45455
"77781","ad is",45455
"77782","ad i",45455
"77783","ad for",45455
"77784","acyronym the",45455
"77785","acupuncturist dentist",45455
"77786","actuallyim not",45455
"77787","actually worthwhile",45455
"77788","actually work",45455
"77789","actually we",45455
"77790","actually was",45455
"77791","actually visit",45455
"77792","actually true",45455
"77793","actually took",45455
"77794","actually the",45455
"77795","actually starts",45455
"77796","actually snot",45455
"77797","actually reply",45455
"77798","actually pretty",45455
"77799","actually people",45455
"77800","actually p",45455
"77801","actually out",45455
"77802","actually not",45455
"77803","actually my",45455
"77804","actually mean",45455
"77805","actually like",45455
"77806","actually it",45455
"77807","actually im",45455
"77808","actually had",45455
"77809","actually got",45455
"77810","actually get",45455
"77811","actually funny",45455
"77812","actually everyday",45455
"77813","actually enjoy",45455
"77814","actually do",45455
"77815","actually checking",45455
"77816","actually cared",45455
"77817","actually care",45455
"77818","actually bullish",45455
"77819","actually bored",45455
"77820","actually believe",45455
"77821","actually being",45455
"77822","actually affect",45455
"77823","actually achieved",45455
"77824","actual trip",45455
"77825","actual headline",45455
"77826","actual friends",45455
"77827","actual cd",45455
"77828","acts for",45455
"77829","acts d",45455
"77830","acts at",45455
"77831","actress farrah",45455
"77832","actorsactresses believe",45455
"77833","actors will",45455
"77834","actors but",45455
"77835","actor you",45455
"77836","actor who",45455
"77837","actor that",45455
"77838","actor rip",45455
"77839","actor my",45455
"77840","actor could",45455
"77841","activitybased marketing",45455
"77842","activity today",45455
"77843","activity pontius",45455
"77844","activity of",45455
"77845","activity eased",45455
"77846","activity dear",45455
"77847","activity and",45455
"77848","activities tied",45455
"77849","activities thank",45455
"77850","activities becoming",45455
"77851","activities are",45455
"77852","activists about",45455
"77853","activism feel",45455
"77854","activepassive smartdumb",45455
"77855","active i",45455
"77856","active happy",45455
"77857","active crowd",45455
"77858","active account",45455
"77859","actions turn",45455
"77860","actions speak",45455
"77861","actions prove",45455
"77862","action u",45455
"77863","action today",45455
"77864","action pm",45455
"77865","action plans",45455
"77866","action over",45455
"77867","action movie",45455
"77868","action its",45455
"77869","action in",45455
"77870","action hero",45455
"77871","action as",45455
"77872","action action",45455
"77873","acting up",45455
"77874","acting stupid",45455
"77875","acting so",45455
"77876","acting skep",45455
"77877","acting like",45455
"77878","acting and",45455
"77879","actin like",45455
"77880","actin hella",45455
"77881","acted retarded",45455
"77882","act was",45455
"77883","act the",45455
"77884","act structure",45455
"77885","act or",45455
"77886","act now",45455
"77887","act keha",45455
"77888","act feelin",45455
"77889","act but",45455
"77890","act at",45455
"77891","act as",45455
"77892","acrostics hair",45455
"77893","across happy",45455
"77894","across florida",45455
"77895","acrl data",45455
"77896","acres a",45455
"77897","acquire such",45455
"77898","acquire german",45455
"77899","acoustic set",45455
"77900","acoustic christmas",45455
"77901","acne breakout",45455
"77902","acms and",45455
"77903","acme tomorrow",45455
"77904","acls that",45455
"77905","acl surgeries",45455
"77906","acknowledgments of",45455
"77907","acknowledge it",45455
"77908","acid in",45455
"77909","aching from",45455
"77910","achieving certain",45455
"77911","achievers if",45455
"77912","achievement is",45455
"77913","achieved without",45455
"77914","achieved rt",45455
"77915","achieved its",45455
"77916","achieved equality",45455
"77917","achieved all",45455
"77918","achieve your",45455
"77919","achieve success",45455
"77920","aces cracked",45455
"77921","aced english",45455
"77922","accurately n",45455
"77923","accurate statement",45455
"77924","accurate it",45455
"77925","accumulated imaginative",45455
"77926","accts perform",45455
"77927","acct under",45455
"77928","acct every",45455
"77929","accredited through",45455
"77930","accreditation for",45455
"77931","accoutrements dueces",45455
"77932","accounts you",45455
"77933","accounts oswegos",45455
"77934","accounts much",45455
"77935","accounts and",45455
"77936","accountant is",45455
"77937","accountable very",45455
"77938","accountability sebelius",45455
"77939","accountability is",45455
"77940","accountability act",45455
"77941","account was",45455
"77942","account to",45455
"77943","account this",45455
"77944","account thanks",45455
"77945","account thank",45455
"77946","account keeps",45455
"77947","account ive",45455
"77948","account its",45455
"77949","account in",45455
"77950","account follow",45455
"77951","account erasing",45455
"77952","account can",45455
"77953","account btw",45455
"77954","accomplishments you",45455
"77955","accomplishedlao tzu",45455
"77956","accomplished quickerlesson",45455
"77957","accomplish your",45455
"77958","accomplish something",45455
"77959","accomplish preparing",45455
"77960","accomplish in",45455
"77961","accomodations for",45455
"77962","accommodates house",45455
"77963","accidently showed",45455
"77964","accidentally locked",45455
"77965","accidentally adding",45455
"77966","accident outside",45455
"77967","accident on",45455
"77968","accident apparently",45455
"77969","accident a",45455
"77970","accessu and",45455
"77971","accessories at",45455
"77972","accessing the",45455
"77973","accessibleget big",45455
"77974","accessibility camp",45455
"77975","access the",45455
"77976","access redundant",45455
"77977","access names",45455
"77978","access issue",45455
"77979","access in",45455
"77980","access for",45455
"77981","access are",45455
"77982","accepting your",45455
"77983","accepting sc",45455
"77984","accepting hamas",45455
"77985","accepted not",45455
"77986","accepted jose",45455
"77987","accepted a",45455
"77988","acceptance i",45455
"77989","acceptable to",45455
"77990","acceptable my",45455
"77991","accept who",45455
"77992","accept news",45455
"77993","accept it",45455
"77994","accept criticism",45455
"77995","accents nevadans",45455
"77996","accdg to",45455
"77997","acc tourney",45455
"77998","acc champs",45455
"77999","acarno froze",45455
"78000","acapellas for",45455
"78001","academys charitable",45455
"78002","academy n",45455
"78003","academy meetngreet",45455
"78004","academy alums",45455
"78005","academic leap",45455
"78006","academe n",45455
"78007","acad super",45455
"78008","ac thank",45455
"78009","abyss no",45455
"78010","abx is",45455
"78011","abuse what",45455
"78012","abuse its",45455
"78013","abuse from",45455
"78014","abuse affects",45455
"78015","abundantly clear",45455
"78016","abuelo said",45455
"78017","abt uyur",45455
"78018","abt one",45455
"78019","abt obesity",45455
"78020","abt my",45455
"78021","abt children",45455
"78022","abt bdti",45455
"78023","absolves u",45455
"78024","absolution of",45455
"78025","absolutely would",45455
"78026","absolutely was",45455
"78027","absolutely the",45455
"78028","absolutely pathetic",45455
"78029","absolutely nothing",45455
"78030","absolutely hilarious",45455
"78031","absolutely going",45455
"78032","absolutely embrassing",45455
"78033","absolutely dudes",45455
"78034","absolute stunner",45455
"78035","absolute pleasure",45455
"78036","absolute lemon",45455
"78037","absolute beast",45455
"78038","absent from",45455
"78039","abs workout",45455
"78040","abs leftover",45455
"78041","abs and",45455
"78042","abqs best",45455
"78043","above watching",45455
"78044","above so",45455
"78045","above i",45455
"78046","above his",45455
"78047","above dis",45455
"78048","above all",45455
"78049","about yourself",45455
"78050","about youglad",45455
"78051","about yesterday",45455
"78052","about years",45455
"78053","about working",45455
"78054","about women",45455
"78055","about with",45455
"78056","about wind",45455
"78057","about william",45455
"78058","about white",45455
"78059","about whether",45455
"78060","about weeks",45455
"78061","about web",45455
"78062","about wasting",45455
"78063","about video",45455
"78064","about users",45455
"78065","about until",45455
"78066","about types",45455
"78067","about twitter",45455
"78068","about twenty",45455
"78069","about tweets",45455
"78070","about traffic",45455
"78071","about tonight",45455
"78072","about tht",45455
"78073","about those",45455
"78074","about thenewwave",45455
"78075","about thecensuscom",45455
"78076","about thanks",45455
"78077","about technology",45455
"78078","about sundays",45455
"78079","about summer",45455
"78080","about sub",45455
"78081","about stopping",45455
"78082","about stocks",45455
"78083","about sites",45455
"78084","about sign",45455
"78085","about shutting",45455
"78086","about sherlock",45455
"78087","about shared",45455
"78088","about see",45455
"78089","about san",45455
"78090","about ryan",45455
"78091","about running",45455
"78092","about rt",45455
"78093","about roshon",45455
"78094","about role",45455
"78095","about rihanna",45455
"78096","about right",45455
"78097","about revenge",45455
"78098","about renting",45455
"78099","about rehearsal",45455
"78100","about regional",45455
"78101","about rabbi",45455
"78102","about proving",45455
"78103","about policy",45455
"78104","about plastic",45455
"78105","about pizza",45455
"78106","about pete",45455
"78107","about peoplebrowser",45455
"78108","about page",45455
"78109","about outofprint",45455
"78110","about other",45455
"78111","about only",45455
"78112","about on",45455
"78113","about oh",45455
"78114","about of",45455
"78115","about novels",45455
"78116","about not",45455
"78117","about newmusic",45455
"78118","about new",45455
"78119","about myself",45455
"78120","about muscle",45455
"78121","about moving",45455
"78122","about morrow",45455
"78123","about moores",45455
"78124","about money",45455
"78125","about mo",45455
"78126","about mlw",45455
"78127","about mistakes",45455
"78128","about minutes",45455
"78129","about mine",45455
"78130","about midterms",45455
"78131","about midnight",45455
"78132","about memy",45455
"78133","about melo",45455
"78134","about meetings",45455
"78135","about meeting",45455
"78136","about media",45455
"78137","about meck",45455
"78138","about manhattan",45455
"78139","about lunch",45455
"78140","about lpss",45455
"78141","about looking",45455
"78142","about lol",45455
"78143","about lmao",45455
"78144","about like",45455
"78145","about lexgthis",45455
"78146","about last",45455
"78147","about lake",45455
"78148","about killed",45455
"78149","about journey",45455
"78150","about jinnrise",45455
"78151","about jeremy",45455
"78152","about itenvious",45455
"78153","about issues",45455
"78154","about irenend",45455
"78155","about indiana",45455
"78156","about inches",45455
"78157","about in",45455
"78158","about im",45455
"78159","about history",45455
"78160","about hip",45455
"78161","about health",45455
"78162","about have",45455
"78163","about has",45455
"78164","about half",45455
"78165","about hahaha",45455
"78166","about grilled",45455
"78167","about grateful",45455
"78168","about grandmas",45455
"78169","about graduates",45455
"78170","about gop",45455
"78171","about genetic",45455
"78172","about gay",45455
"78173","about friends",45455
"78174","about fraud",45455
"78175","about forever",45455
"78176","about for",45455
"78177","about food",45455
"78178","about ff",45455
"78179","about enthusiastic",45455
"78180","about encoding",45455
"78181","about dreamhack",45455
"78182","about dont",45455
"78183","about donating",45455
"78184","about doing",45455
"78185","about digital",45455
"78186","about dating",45455
"78187","about cooking",45455
"78188","about content",45455
"78189","about connections",45455
"78190","about congrats",45455
"78191","about concussions",45455
"78192","about come",45455
"78193","about color",45455
"78194","about cnn",45455
"78195","about chelsea",45455
"78196","about chasingthesun",45455
"78197","about change",45455
"78198","about building",45455
"78199","about bringing",45455
"78200","about both",45455
"78201","about boston",45455
"78202","about bookselling",45455
"78203","about bogart",45455
"78204","about bob",45455
"78205","about best",45455
"78206","about bellagio",45455
"78207","about basketball",45455
"78208","about aww",45455
"78209","about at",45455
"78210","about as",45455
"78211","about arianas",45455
"78212","about anything",45455
"78213","about any",45455
"78214","about anklets",45455
"78215","about angie",45455
"78216","about america",45455
"78217","about ambassador",45455
"78218","about am",45455
"78219","about also",45455
"78220","about alien",45455
"78221","about alicesxsw",45455
"78222","about aftrahows",45455
"78223","about adam",45455
"78224","about actually",45455
"78225","about activitybased",45455
"78226","about achieving",45455
"78227","abortion i",45455
"78228","abomination why",45455
"78229","aboard the",45455
"78230","able refer",45455
"78231","able listen",45455
"78232","abescrazy on",45455
"78233","abe lincoln",45455
"78234","abdc stage",45455
"78235","abc pan",45455
"78236","abc or",45455
"78237","abc kitchen",45455
"78238","abc just",45455
"78239","abandoned me",45455
"78240","abandon twitter",45455
"78241","abana that",45455
"78242","ab workouts",45455
"78243","ab sculpt",45455
